player,no,matchTime,team,round,tacklesMade,tacklesMiss,tacklesPenalty,tacklesFirst,tacklesAssists,tacklesFirstPerc,tacklesMadePerc,contestDom,contestNeut,contestPass,contestDNPerc,rucksEff,rucksInEff,rucksInvolvement,rucksTOForced,LOSteals,TOForced,PFAtt,PFDef,PFTot
"Baez, R",6,0.72,Jaguares ,8,7,2,,2,5,50,77.8,,4,5,44.4,1,2,3,,,,,,
"Chaparro, N",3,0.65,Jaguares ,8,6,1,,6,,85.7,85.7,1,3,3,57.1,1,1,2,,1,1,,,
"Orlando, M",14,0.72,Jaguares ,8,6,1,,5,1,83.3,85.7,1,2,4,42.9,,1,1,1,,1,,,
"Alemanno, M",5,1,Jaguares ,8,6,,,6,,100,100,,3,3,50,,,,,1,1,,,
"De La Fuente, J",13,1,Jaguares ,8,6,5,1,4,2,44.4,50,,2,10,16.7,2,,2,,,,,,1
"Leguizamon, J",7,1,Jaguares ,8,6,4,,4,2,50,60,,4,6,40,3,1,4,1,,1,,,1
"Pagadizaval, G",4,0.82,Jaguares ,8,5,1,,3,2,75,83.3,1,4,1,83.3,,,,,,,,,
"Creevy, A",2,0.87,Jaguares ,8,5,1,,3,2,75,83.3,,3,3,50,3,7,10,,,,,,
"Bosch, F",16,0.13,Jaguares ,8,4,,,3,1,100,100,1,3,,100,3,,3,1,,1,,,
"Matera, P",20,0.32,Jaguares ,8,4,,,4,,100,100,,2,2,50,2,1,3,,,,,,
"Garcia Botta, S",1,0.55,Jaguares ,8,4,2,,4,,66.7,66.7,,2,4,33.3,,,,,,,,,
"Boffelli, E",11,1,Jaguares ,8,4,2,,4,,66.7,66.7,,2,4,33.3,,,,,,,,,
"Ezcurra, F",21,0.13,Jaguares ,8,3,1,,2,1,66.7,75,,3,1,75,,,,,,,,,1
"Isa, F",8,0.96,Jaguares ,8,3,2,,2,1,50,60,,3,2,60,3,,3,,1,1,,,
"Amorosino, L",23,0.28,Jaguares ,8,2,1,,2,,66.7,66.7,,,3,,1,,1,,,,,,
"Guillemain, J",19,0.18,Jaguares ,8,1,,1,,1,,50,1,,1,50,,,,,,,,,2
"Paz, J",22,0.19,Jaguares ,8,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Arregui, F",17,0.45,Jaguares ,8,1,,,,1,,100,,,1,,1,,1,,,,,,1
"Tuculet, J",15,1,Jaguares ,8,1,1,,1,,50,50,,,2,,,3,3,,,,,,1
"Pieretto Heilan, E",18,0.35,Jaguares ,8,,,,,,,,,,,,3,,3,,1,1,,,
"van der Merwe, A",16,0.45,Lions ,8,8,,,7,1,100,100,2,3,3,62.5,,3,3,,,,,,
"Kriel, J",6,1,Lions ,8,8,1,2,4,4,80,72.7,2,4,5,54.5,1,4,5,1,,1,,,3
"Tecklenburg, W",7,0.79,Lions ,8,7,1,,3,4,75,87.5,2,5,1,87.5,,1,1,1,,1,,,
"Mostert, F",5,1,Lions ,8,7,3,,7,,70,70,,6,4,60,3,,3,1,,1,,,
"Whiteley, W",8,1,Lions ,8,7,,2,7,,100,77.8,,6,3,66.7,1,1,2,1,,1,,,3
"Marx, MJ",2,0.55,Lions ,8,6,,,5,1,100,100,,4,2,66.7,2,,2,,,,,,
"Smith, D",1,0.8,Lions ,8,6,,,6,,100,100,,3,3,50,,,,,,,,,
"Dreyer, R",18,0.91,Lions ,8,6,1,,2,4,66.7,85.7,,6,1,85.7,,3,3,,,,,,
"Mapoe, L",13,1,Lions ,8,5,1,1,4,1,80,71.4,,3,4,42.9,,2,2,,,,,,1
"Klerk, F",21,0.33,Lions ,8,3,1,,3,,75,75,2,1,1,75,,1,1,2,,2,,,
"Cronje, R",9,0.67,Lions ,8,3,,,3,,100,100,,1,2,33.3,,,,,,,,,
"Ferreira, A",4,0.8,Lions ,8,3,,,3,,100,100,1,2,,100,,,,,,,,,
"Jantjies, E",10,1,Lions ,8,3,5,,3,,37.5,37.5,,1,7,12.5,,1,1,,,,,,
"Skosan, C",11,1,Lions ,8,3,,,3,,100,100,,2,1,66.7,1,,1,,,,,,
"Ackermann, R",19,0.2,Lions ,8,2,,,2,,100,100,,2,,100,,3,3,,,,,,
"Fourie, C",17,0.2,Lions ,8,2,,,2,,100,100,,2,,100,,1,1,,,,,,
"van der Walt, J",15,0.87,Lions ,8,2,,,2,,100,100,1,1,,100,,,,1,,1,,,
"Coetzee, A",23,0.13,Lions ,8,1,,,1,,100,100,1,,,100,,,,1,,1,,,
"Mnisi, H",22,0.18,Lions ,8,1,2,,1,,33.3,33.3,,1,2,33.3,,,,,,,,,
"Brink, C",20,0.21,Lions ,8,1,,1,1,,100,50,1,,1,50,,1,1,1,,1,,,1
"Rensburg, R",12,0.82,Lions ,8,1,1,,1,,50,50,,1,1,50,,,,,,,,,
"Combrinck, R",14,1,Lions ,8,1,,,1,,100,100,,1,,100,,1,1,,,,,,
"Naivalu, S",13,1,Rebels ,8,18,1,,12,6,92.3,94.7,3,8,8,57.9,2,2,4,1,,1,,,
"McMahon, S",7,1,Rebels ,8,15,,1,11,4,100,93.8,2,5,9,43.8,2,4,6,,,,,,1
"Thomson, A",8,1,Rebels ,8,13,4,,13,,76.5,76.5,3,6,8,52.9,4,1,5,2,,2,,,
"Timani, L",5,0.93,Rebels ,8,12,,1,9,3,100,92.3,1,9,3,76.9,1,6,7,,,,,,2
"Reid, J",6,0.94,Rebels ,8,12,3,,9,3,75,80,4,7,4,73.3,3,1,4,3,,3,,,
"Ellison, T",12,1,Rebels ,8,12,3,1,11,1,78.6,75,1,7,8,50,5,5,10,1,,1,,,1
"Placid, J",23,0.79,Rebels ,8,10,2,,7,3,77.8,83.3,,5,7,41.7,,1,1,,,,,,
"Ah-Nau, C",1,0.94,Rebels ,8,9,2,,7,2,77.8,81.8,1,4,6,45.5,,,,,,,,,
"Jones, L",4,1,Rebels ,8,9,1,,7,2,87.5,90,2,3,5,50,,,,,,,,,
"Stirzaker, N",9,0.8,Rebels ,8,7,3,,6,1,66.7,70,,3,7,30,,,,,,,,,
"Hanson, J",2,0.81,Rebels ,8,7,,,7,,100,100,1,3,3,57.1,6,,6,1,,1,,,1
"Hodge, R",15,0.9,Rebels ,8,6,2,,6,,75,75,1,4,3,62.5,1,,1,2,,2,,,
"Debreczeni, J",10,1,Rebels ,8,6,,,5,1,100,100,,2,4,33.3,,1,1,,,,,,
"Leafa, P",16,0.19,Rebels ,8,5,2,,3,2,60,71.4,,1,6,14.3,3,1,4,1,,1,,,
"Crawford, C",11,1,Rebels ,8,5,3,,3,2,50,62.5,1,2,5,37.5,,2,2,,,,,,
"Weeks, L",3,0.72,Rebels ,8,4,,,2,2,100,100,,3,1,75,,,,,,,,,
"Hagan, J",18,0.28,Rebels ,8,2,1,,2,,66.7,66.7,,2,1,66.7,,1,1,,,,,,
"Moloney, T",17,0.06,Rebels ,8,1,,,,1,,100,,1,,100,,,,,,,,,
"Shipperley, D",14,0.21,Rebels ,8,,1,,,,,,,,1,,,,,,,,,,
"Gill, L",7,1,Reds ,8,14,3,,14,,82.4,82.4,1,11,5,70.6,6,8,14,1,,1,,,1
"Matwijow, B",5,1,Reds ,8,14,2,,11,3,84.6,87.5,1,9,6,62.5,,,,,,,,,
"Browning, C",20,0.95,Reds ,8,13,1,,10,3,90.9,92.9,,6,8,42.9,9,,9,1,,1,,,
"Fainga'a, A",12,1,Reds ,8,13,2,,13,,86.7,86.7,1,8,6,60,,1,1,,,,,,
"Tui, H",6,1,Reds ,8,12,2,,10,2,83.3,85.7,,10,4,71.4,,1,1,,1,1,,,
"Slipper, J",1,0.81,Reds ,8,10,,,9,1,100,100,1,6,3,70,1,,1,1,,1,,,
"Holmes, G",3,0.73,Reds ,8,9,1,,4,5,80,90,1,4,5,50,1,,1,,,,,,
"Frisby, N",9,0.89,Reds ,8,8,1,,6,2,85.7,88.9,2,3,4,55.6,,,,1,,1,,,
"Neville, C",4,0.89,Reds ,8,7,,,6,1,100,100,1,5,1,85.7,3,3,6,1,,1,,,2
"Nabuli, E",11,1,Reds ,8,7,,,7,,100,100,1,3,3,57.1,1,,1,1,,1,,,
"Ready, A",2,0.71,Reds ,8,6,5,2,4,2,44.4,46.2,,6,7,46.2,,2,2,,,,,,2
"McIntyre, J",10,0.89,Reds ,8,6,5,,5,1,50,54.5,1,2,8,27.3,,,,1,,1,,,
"Feauai-Sautia, C",14,0.92,Reds ,8,5,2,,4,1,66.7,71.4,2,1,4,42.9,,,,,,,,,
"Kerevi, S",13,1,Reds ,8,5,2,,4,1,66.7,71.4,,5,2,71.4,,1,1,,,,,,
"Talakai, S",18,0.27,Reds ,8,4,1,,4,,80,80,,1,4,20,1,,1,,,,,,
"Hunt, K",15,1,Reds ,8,4,1,,3,1,75,80,,1,4,20,1,,1,,,,,,
"Lealaiauloto-Tui, L",19,0.11,Reds ,8,3,,,3,,100,100,1,1,1,66.7,,,,,,,,,
"Fainga'a, S",16,0.29,Reds ,8,3,,,3,,100,100,,2,1,66.7,3,,3,,,,,,
"Greene, S",22,0.11,Reds ,8,2,,,2,,100,100,,2,,100,,,,,,,,,
"Faagase, S",17,0.19,Reds ,8,2,,,1,1,100,100,,,2,,,,,,,,,,1
"Schatz, J",8,0.05,Reds ,8,,,,,,,,,,,,,1,1,,,,,,
"Tuttle, J",21,0.11,Reds ,8,,1,,,,,,,,1,,,,,,,,,,
"Van Der Walt, P",6,0.72,Sharks ,8,20,,1,12,8,100,95.2,1,12,8,61.9,1,11,12,1,,1,,,1
"Preez, J",7,1,Sharks ,8,20,1,,12,8,92.3,95.2,1,12,8,61.9,2,6,8,2,,2,,,
"Esterhuizen, A",12,1,Sharks ,8,19,4,,15,4,78.9,82.6,1,10,12,47.8,,5,5,,,,,,
"Oosthuizen, E",4,1,Sharks ,8,18,3,1,13,5,81.3,81.8,1,12,9,59.1,,18,18,,1,1,,,3
"Jordaan, P",13,1,Sharks ,8,17,8,1,12,5,60,65.4,3,8,15,42.3,,16,16,,,,,,1
"Lewies, S",5,1,Sharks ,8,16,4,1,13,3,76.5,76.2,1,13,7,66.7,,10,10,,,,,,1
"Marais, F",2,0.92,Sharks ,8,15,2,,10,5,83.3,88.2,,10,7,58.8,,8,8,,,,,,
"Adriaanse, L",3,0.67,Sharks ,8,11,4,1,10,1,71.4,68.8,,9,7,56.3,1,5,6,,,,,,2
"Preez, D",8,0.84,Sharks ,8,10,,,8,2,100,100,,4,6,40,,9,9,,,,,,
"Mtawarira, T",1,0.91,Sharks ,8,10,2,,8,2,80,83.3,,6,6,50,1,6,7,,,,,,
"Daniel, K",20,0.28,Sharks ,8,9,1,,7,2,87.5,90,,6,4,60,,6,6,,,,,,1
"Oosthuizen, C",18,0.33,Sharks ,8,9,1,,8,1,88.9,90,,9,1,90,,3,3,,,,,,
"Pietersen, J",10,1,Sharks ,8,8,3,,8,,72.7,72.7,,4,7,36.4,,4,4,,,,,,1
"Mvovo, L",11,1,Sharks ,8,6,1,,4,2,80,85.7,2,3,2,71.4,,1,1,2,,2,,,
"Andrews, H",19,0.16,Sharks ,8,5,1,,2,3,66.7,83.3,,4,2,66.7,,2,2,,,,,,
"Pietersen, J",14,0.93,Sharks ,8,4,1,,4,,80,80,,1,4,20,,4,4,,,,,,
"du Toit, T",17,0.09,Sharks ,8,3,,,2,1,100,100,,2,1,66.7,,6,6,,,,,,
"Reinach, J",9,0.72,Sharks ,8,3,1,,3,,75,75,,3,1,75,1,1,2,,,,,,
"Cooper, K",16,0.08,Sharks ,8,2,,,1,1,100,100,,1,1,50,,2,2,,,,,,
"Claassens, M",21,0.28,Sharks ,8,2,1,,2,,66.7,66.7,,1,2,33.3,,2,2,,,,,,
"Roux, W",15,1,Sharks ,8,2,1,,2,,66.7,66.7,,2,1,66.7,,,,,,,,,
"Ndungane, O",23,0.07,Sharks ,8,1,,,,1,,100,,,1,,,,,,,,,,
"Notshe, S",7,1,Stormers ,8,16,,,10,6,100,100,4,11,1,93.8,,3,3,2,,2,,,
"Toit, P",5,1,Stormers ,8,14,1,,9,5,90,93.3,,12,3,80,1,6,7,,1,1,,,
"Carr, N",6,1,Stormers ,8,13,1,1,8,5,88.9,86.7,,7,8,46.7,4,5,9,,,,,,1
"Mbonami, M",2,0.75,Stormers ,8,10,4,,8,2,66.7,71.4,2,8,4,71.4,1,1,2,,,,,,
"Jongh, J",12,1,Stormers ,8,10,2,,8,2,80,83.3,2,3,7,41.7,,4,4,1,,1,,,1
"Plessis, J",10,1,Stormers ,8,10,3,,7,3,70,76.9,3,5,5,61.5,1,,1,1,,1,,,1
"Groom, N",9,0.79,Stormers ,8,8,1,,5,3,83.3,88.9,,6,3,66.7,,3,3,,,,,,
"Malherbe, F",18,0.52,Stormers ,8,7,1,,5,2,83.3,87.5,,6,2,75,,,,,,,,,
"Burger, S",8,0.65,Stormers ,8,7,3,,5,2,62.5,70,3,4,3,70,4,5,9,1,,1,,,1
"Zas, L",11,1,Stormers ,8,7,1,,5,2,83.3,87.5,,6,2,75,,,,,,,,,
"Schickerling, J",4,0.75,Stormers ,8,6,,,6,,100,100,1,3,2,66.7,1,1,2,,,,,,1
"Koch, V",3,0.47,Stormers ,8,5,1,,4,1,80,83.3,1,1,4,33.3,,2,2,,,,,,1
"Kolbe, C",15,1,Stormers ,8,5,2,,4,1,66.7,71.4,,2,5,28.6,,,,,,,,,1
"Rensburg, J",1,0.64,Stormers ,8,4,,,2,2,100,100,1,,3,25,1,1,2,,,,,,1
"Van Wyk, J",14,1,Stormers ,8,4,3,,4,,57.1,57.1,,2,5,28.6,,,,,,,,,
"Kolisi, S",20,0.35,Stormers ,8,3,,,2,1,100,100,1,2,,100,1,,1,,,,,,
"Schreuder, L",21,0.21,Stormers ,8,2,,,2,,100,100,,2,,100,,,,,,,,,
"Elstedt, R",19,0.25,Stormers ,8,2,,,2,,100,100,,1,1,50,,,,,,,,,
"De Allende, D",22,0.38,Stormers ,8,2,,,1,1,100,100,,2,,100,1,,1,,,,,,
"Kotze, J",13,0.62,Stormers ,8,2,1,,1,1,50,66.7,,2,1,66.7,,,,,,,,,
"Kebble, O",17,0.36,Stormers ,8,1,1,,1,,50,50,1,,1,50,,,,1,,1,,,
"Willemse, M",16,0.25,Stormers ,8,,,,,,,,,,,,,1,1,,,,,,
"Quirk, E",8,1,Sunwolves ,8,10,,,9,1,100,100,,7,3,70,1,2,3,1,,1,,,
"Moli, L",5,1,Sunwolves ,8,9,,,7,2,100,100,,9,,100,,,,,,,,,
"Hosoda, Y",20,0.49,Sunwolves ,8,7,,,4,3,100,100,,6,1,85.7,,,,,,,,,
"Ono, H",4,0.71,Sunwolves ,8,7,,,7,,100,100,,4,3,57.1,,,,,,,,,
"Carpenter, D",12,1,Sunwolves ,8,7,2,,6,1,75,77.8,,4,5,44.4,,3,3,1,,1,,,
"Durutalo, A",7,1,Sunwolves ,8,7,1,,7,,87.5,87.5,1,6,1,87.5,2,4,6,3,,3,,,
"Horie, S",2,0.71,Sunwolves ,8,5,,,5,,100,100,,5,,100,,1,1,,,,,,
"Pisi, T",10,1,Sunwolves ,8,5,3,,5,,62.5,62.5,,4,4,50,,,,,,,,,
"Tatekawa, H",13,0.78,Sunwolves ,8,4,,,4,,100,100,,3,1,75,,2,2,,,,,,
"Lolohea, V",14,0.88,Sunwolves ,8,4,3,,3,1,50,57.1,2,2,3,57.1,,2,2,1,,1,,,
"Mikami, M",1,0.9,Sunwolves ,8,4,1,,2,2,66.7,80,,3,2,60,,,,,,,,,2
"Paea, M",11,0.9,Sunwolves ,8,4,1,,3,1,75,80,1,1,3,40,,1,1,1,,1,,,
"Sasakura, Y",23,0.22,Sunwolves ,8,3,3,,3,,50,50,1,,5,16.7,,,,,,,,,
"Kizu, T",16,0.29,Sunwolves ,8,3,1,,3,,75,75,,1,3,25,,1,1,,,,,,
"Leonardi, T",6,0.51,Sunwolves ,8,3,,,2,1,100,100,,2,1,66.7,,1,1,,,,,,
"Gu, Z",17,0.1,Sunwolves ,8,2,,,1,1,100,100,,1,1,50,,,,,,,,,
"Tamura, Y",22,0.22,Sunwolves ,8,2,1,,2,,66.7,66.7,,2,1,66.7,,,,,,,,,
"Lemalu, F",19,0.29,Sunwolves ,8,2,,,2,,100,100,,1,1,50,,2,2,,,,,,
"Kakinaga, S",18,0.43,Sunwolves ,8,2,1,,1,1,50,66.7,,1,2,33.3,,1,1,,,,,,2
"Shigeno, K",21,0.49,Sunwolves ,8,2,3,,2,,40,40,,,5,,,,,,,,,,1
"Yatomi, Y",9,0.51,Sunwolves ,8,2,1,,2,,66.7,66.7,,1,2,33.3,,,,,,,,,
"Viljoen, R",15,1,Sunwolves ,8,2,4,,2,,33.3,33.3,,2,4,33.3,,,,1,,1,,,
"Asahara, T",3,0.57,Sunwolves ,8,1,1,,,1,,50,,1,1,50,,1,1,,,,,,1
"Carraro, M",11,0.98,Waratahs ,8,9,2,,7,2,77.8,81.8,1,4,6,45.5,1,,1,,,,,,
"Roach, H",2,1,Waratahs ,8,9,,,7,2,100,100,3,6,,100,1,,1,,,,,,
"Hooper, M",7,1,Waratahs ,8,8,2,,6,2,75,80,2,5,3,70,6,3,9,1,,1,,,2
"Foley, B",10,1,Waratahs ,8,6,1,,3,3,75,85.7,1,2,4,42.9,1,,1,,,,,,
"Dempsey, J",6,0.68,Waratahs ,8,4,,,4,,100,100,1,2,1,75,1,3,4,,,,,,
"Phipps, N",9,0.79,Waratahs ,8,4,3,,4,,57.1,57.1,1,1,5,28.6,1,1,2,,,,,,
"Robertson, T",3,0.79,Waratahs ,8,4,,,4,,100,100,1,2,1,75,1,,1,1,,1,,,
"Ryan, P",17,0.87,Waratahs ,8,4,,,2,2,100,100,,3,1,75,,1,1,,,,,,
"Kellaway, A",15,1,Waratahs ,8,4,5,,4,,44.4,44.4,,2,7,22.2,1,,1,,,,,,
"Mumm, D",4,1,Waratahs ,8,4,1,,3,1,75,80,,3,2,60,1,1,2,,,,,,
"Holloway, J",8,0.68,Waratahs ,8,3,1,,2,1,66.7,75,,2,2,50,1,,1,,,,,,
"Folau, I",13,0.9,Waratahs ,8,3,3,,3,,50,50,,3,3,50,,1,1,,,,,,1
"Beale, K",12,1,Waratahs ,8,3,,,2,1,100,100,2,,1,66.7,1,,1,,,,,,
"Skelton, W",5,0.61,Waratahs ,8,2,,,2,,100,100,,2,,100,,3,3,,,,,,1
"Robinson, B",1,0.13,Waratahs ,8,1,,,1,,100,100,,1,,100,,1,1,,,,,,
"Lousi, S",19,0.32,Waratahs ,8,1,,,1,,100,100,,1,,100,2,,2,,,,,,
"Palu, W",20,0.32,Waratahs ,8,1,,,,1,,100,,1,,100,2,1,3,,,,,,1
"Robinson, R",14,1,Waratahs ,8,1,,,1,,100,100,,,1,,,1,1,,,,,,
"Taavao-Matau, A",18,0.21,Waratahs ,8,,,,,,,,,,,,1,,1,,,,,,
"Lealiifano, C",10,1,Brumbies ,9,11,1,,10,1,90.9,91.7,,5,7,41.7,,1,1,,,,,,
"Fardy, S",6,1,Brumbies ,9,9,,,7,2,100,100,1,2,6,33.3,2,1,3,1,,1,,,
"Toomua, M",12,0.82,Brumbies ,9,8,4,,7,1,63.6,66.7,,6,6,50,1,,1,1,,1,,,
"Tomane, J",11,0.97,Brumbies ,9,8,2,,8,,80,80,3,2,5,50,1,,1,,,,,,
"Butler, J",7,1,Brumbies ,9,7,,,5,2,100,100,1,3,3,57.1,3,1,4,2,,2,,,
"Smiler, J",8,1,Brumbies ,9,5,4,,5,,55.6,55.6,,3,6,33.3,3,2,5,1,,1,,,1
"Mann-Rea, J",16,0.46,Brumbies ,9,4,,,2,2,100,100,,4,,100,2,,2,,,,,,
"Moore, S",2,0.54,Brumbies ,9,4,1,,3,1,75,80,2,2,1,80,,1,1,1,,1,,,1
"Coleman, R",14,1,Brumbies ,9,4,2,,4,,66.7,66.7,,4,2,66.7,,,,,,,,,
"Kuridrani, T",13,1,Brumbies ,9,4,1,,4,,80,80,1,1,3,40,1,,1,1,,1,,,
"Makin, L",18,0.4,Brumbies ,9,3,2,,2,1,50,60,,3,2,60,,,,,,,,,1
"Staniforth, T",19,0.4,Brumbies ,9,3,2,,2,1,50,60,,3,2,60,1,,1,,,,,,
"Alexander, B",3,0.6,Brumbies ,9,3,,,2,1,100,100,1,1,1,66.7,,,,,,,,,
"Arnold, R",4,0.6,Brumbies ,9,3,,,2,1,100,100,,2,1,66.7,,,,,1,1,,,
"Carter, S",5,1,Brumbies ,9,3,3,,3,,50,50,,3,3,50,2,1,3,,,,,,1
"Wong, N",23,0.31,Brumbies ,9,2,,,2,,100,100,,1,1,50,1,,1,,,,,,
"Sio, S",1,0.69,Brumbies ,9,2,,,2,,100,100,,1,1,50,,3,3,,,,,,
"Cubelli, T",9,0.85,Brumbies ,9,2,1,,1,1,50,66.7,,,3,,,1,1,,,,,,1
"Dargaville, J",22,0.18,Brumbies ,9,1,,,1,,100,100,,,1,,,,,,,,,,
"Alaalatoa, A",17,0.31,Brumbies ,9,,,,,,,,,,,,2,,2,,,,,,
"Toua, A",15,0.69,Brumbies ,9,,2,,,,,,,,2,,,,,,,,,,
"de Jager, L",4,1,Cheetahs ,9,13,1,,9,4,90,92.9,2,8,4,71.4,3,3,6,1,,1,,,1
"Schoeman, P",8,1,Cheetahs ,9,13,,1,10,3,100,92.9,,11,3,78.6,8,4,12,2,,2,,,1
"Cassiem, U",7,0.78,Cheetahs ,9,11,,,8,3,100,100,,6,5,54.5,1,3,4,,,,,,
"Mohoje, T",21,0.82,Cheetahs ,9,11,,,5,6,100,100,,7,4,63.6,,4,4,,,,,,1
"Lee, N",13,1,Cheetahs ,9,11,1,,8,3,88.9,91.7,,7,5,58.3,1,1,2,1,,1,,,
"Jaarsveld, T",2,0.78,Cheetahs ,9,10,1,,7,3,87.5,90.9,,7,4,63.6,1,,1,,,,,,
"Marais, D",10,1,Cheetahs ,9,9,2,1,6,3,75,75,,6,6,50,1,,1,,,,,,1
"Marais, C",1,0.78,Cheetahs ,9,8,,,7,1,100,100,,6,2,75,5,1,6,,,,,,1
"Dyk, M",3,0.87,Cheetahs ,9,8,,,7,1,100,100,,4,4,50,1,,1,,,,,,2
"Venter, F",12,1,Cheetahs ,9,8,4,,5,3,55.6,66.7,,6,6,50,1,4,5,1,,1,,,
"Uys, F",5,0.78,Cheetahs ,9,7,1,,5,2,83.3,87.5,,5,3,62.5,,2,2,,,,,,
"Lobberts, H",6,0.18,Cheetahs ,9,5,2,1,5,,71.4,62.5,,2,6,25,1,1,2,,,,,,2
"Venter, S",9,1,Cheetahs ,9,5,,,5,,100,100,,4,1,80,1,2,3,,,,,,1
"Venter, H",20,0.22,Cheetahs ,9,4,,,3,1,100,100,,3,1,75,,,,,,,,,
"Petersen, S",14,1,Cheetahs ,9,4,1,,4,,80,80,,2,3,40,,1,1,,,,,,
"De Bruin, L",18,0.13,Cheetahs ,9,3,,,3,,100,100,1,2,,100,1,,1,,,,,,
"Wegner, C",19,0.22,Cheetahs ,9,3,1,,2,1,66.7,75,,3,1,75,,,,,,,,,
"Mienie, D",17,0.22,Cheetahs ,9,2,,,1,1,100,100,,1,1,50,2,,2,1,,1,,,
"Toit, J",16,0.22,Cheetahs ,9,2,1,,1,1,50,66.7,,1,2,33.3,,1,1,,,,,,
"Rhule, R",11,1,Cheetahs ,9,1,,,1,,100,100,1,,,100,,,,,,,,,
"Zeilinga, F",23,0.34,Cheetahs ,9,,1,,,,,,,,1,,1,,1,,,,,,
"Cane, S",7,1,Chiefs ,9,19,1,,18,1,94.7,95,1,17,2,90,3,9,12,1,,1,,,3
"Leitch, M",8,1,Chiefs ,9,16,2,1,13,3,86.7,84.2,2,11,6,68.4,,4,4,1,,1,,,1
"Cruden, A",10,1,Chiefs ,9,15,3,,11,4,78.6,83.3,2,11,5,72.2,1,1,2,1,,1,,,
"Retallick, B",5,1,Chiefs ,9,13,,,12,1,100,100,2,8,3,76.9,,3,3,1,,1,,,
"Marshall, R",2,0.49,Chiefs ,9,10,1,,9,1,90,90.9,,9,2,81.8,,1,1,,,,,,
"Graham, M",1,1,Chiefs ,9,10,,,10,,100,100,2,7,1,90,2,4,6,2,,2,,,
"Horrell, A",12,1,Chiefs ,9,10,,,5,5,100,100,,9,1,90,1,,1,,,,,,
"Allardice, M",4,1,Chiefs ,9,9,3,,6,3,66.7,75,,9,3,75,1,5,6,,,,,,1
"Tamanivalu, S",13,1,Chiefs ,9,7,1,,6,1,85.7,87.5,2,2,4,50,,7,7,1,,1,,,
"McNicol, S",11,1,Chiefs ,9,6,2,,4,2,66.7,75,,4,4,50,1,2,3,,,,,,
"Vaipulu, M",20,0.25,Chiefs ,9,5,1,,5,,83.3,83.3,,5,1,83.3,,3,3,,,,,,1
"Kerr-Barlow, T",21,0.35,Chiefs ,9,5,1,,4,1,80,83.3,,5,1,83.3,1,2,3,,,,,,
"Moli, A",3,0.47,Chiefs ,9,5,,,2,3,100,100,1,3,1,80,,3,3,1,,1,,,1
"Weber, B",9,0.65,Chiefs ,9,5,,,4,1,100,100,,2,3,40,,2,2,,,,,,
"Seu, T",19,0.45,Chiefs ,9,4,1,,4,,80,80,,4,1,80,1,2,3,,,,,,
"Elliot, H",16,0.51,Chiefs ,9,4,,,3,1,100,100,,3,1,75,1,,1,,,,,,
"Sanders, T",6,0.3,Chiefs ,9,3,5,,3,,37.5,37.5,,3,5,37.5,,1,1,,,,,,
"Tokolahi, S",17,0.53,Chiefs ,9,3,1,,3,,75,75,,2,2,50,,2,2,,,,,,
"Pulu, T",14,1,Chiefs ,9,3,,1,3,,100,75,,1,3,25,1,1,2,1,,1,,,1
"McKenzie, D",15,1,Chiefs ,9,1,2,,1,,33.3,33.3,,1,2,33.3,,,,,,,,,
"Todd, M",7,1,Crusaders ,9,17,1,,16,1,94.1,94.4,3,12,3,83.3,1,1,2,2,,2,,,
"Havili, D",12,0.88,Crusaders ,9,12,1,,10,2,90.9,92.3,,6,7,46.2,1,,1,,,,,,
"Fonotia, K",13,1,Crusaders ,9,11,3,,9,2,75,78.6,,7,7,50,5,,5,,,,,,1
"Read, K",8,1,Crusaders ,9,11,1,,8,3,88.9,91.7,3,6,3,75,4,3,7,3,,3,,,2
"Macilai-Tori, J",14,1,Crusaders ,9,8,,,5,3,100,100,,6,2,75,2,2,4,1,,1,,,
"Nadolo, N",11,1,Crusaders ,9,8,1,,8,,88.9,88.9,2,3,4,55.6,5,2,7,2,,2,,,1
"Taufua, J",6,0.78,Crusaders ,9,7,2,,7,,77.8,77.8,,4,5,44.4,1,4,5,,,,,,
"Boys, T",20,0.22,Crusaders ,9,6,1,,6,,85.7,85.7,,5,2,71.4,3,,3,,,,,,
"Mckenzie, M",23,0.22,Crusaders ,9,6,,,5,1,100,100,,1,5,16.7,,,,,,,,,
"Whitelock, S",19,0.34,Crusaders ,9,6,,1,6,,100,85.7,1,5,1,85.7,2,,2,,,,,,1
"Taylor, C",2,0.82,Crusaders ,9,6,,,4,2,100,100,1,4,1,83.3,1,1,2,,,,,,
"Romano, L",4,1,Crusaders ,9,6,1,,4,2,80,85.7,,6,1,85.7,4,2,6,,,,,,
"Barrett, S",5,0.66,Crusaders ,9,5,1,,5,,83.3,83.3,,5,1,83.3,1,1,2,,1,1,,,
"Franks, O",3,0.67,Crusaders ,9,5,,,2,3,100,100,,3,2,60,,,,,,,,,1
"Mo'unga, R",10,0.78,Crusaders ,9,5,2,,5,,71.4,71.4,,4,3,57.1,1,,1,,,,,,
"Alaalatoa, M",18,0.33,Crusaders ,9,3,,,3,,100,100,1,1,1,66.7,5,,5,,,,,,
"Moody, J",1,0.66,Crusaders ,9,3,,,3,,100,100,1,2,,100,1,1,2,1,,1,,,
"Dagg, I",15,1,Crusaders ,9,3,,,2,1,100,100,1,1,1,66.7,,,,1,,1,,,
