player,no,matchTime,team,round,passes,offLoads,totalPassing,kicksInPlay,carryRuns,carryMetres,carryBeatsDef,carryGainLine,carryLinebreaks,ruckEff,ruckInEff,ruckTotal,rcvs,toInPos,pfInAttack,totalPF,Ruck Success
"Lealiifano, C",10,1,Brumbies,12,23,,23,2,6,58,2,4,,5,4,9,1,,,1,56%
"Toua, A",15,1,Brumbies,12,19,,19,4,11,58,2,3,2,4,5,9,8,1,1,1,44%
"Powell, J",22,0.21,Brumbies,12,17,,17,,,,,,,1,,1,,,,,100%
"Pocock, D",7,1,Brumbies,12,11,1,12,,10,11,,1,,20,3,23,4,1,,,87%
"Dargaville, J",12,1,Brumbies,12,4,2,6,,9,37,3,3,2,8,5,13,3,,,,62%
"Smith, RH",18,0.47,Brumbies,12,3,,3,1,5,33,2,2,1,1,4,5,,,,1,20%
"Alexander, B",3,0.53,Brumbies,12,3,,3,,7,4,,1,,11,,11,,,1,2,100%
"Enever, B",20,0.73,Brumbies,12,3,,3,,4,,,,,14,4,18,1,,,,78%
"Wong, N",14,1,Brumbies,12,3,,3,1,5,12,,2,1,11,6,17,4,,1,1,65%
"Sio, S",1,0.67,Brumbies,12,2,,2,,7,6,1,3,,9,,9,,,,,100%
"Moore, S",2,0.7,Brumbies,12,2,1,4,,10,7,,3,,11,2,13,1,,,,85%
"Arnold, R",4,0.79,Brumbies,12,2,,2,,12,5,,4,,15,3,18,,,1,1,83%
"Jackson-Hope, J",23,0.16,Brumbies,12,1,,1,,,,,,,1,,1,,1,,,100%
"Carter, S",5,0.27,Brumbies,12,1,,1,,1,,,,,3,3,6,,,,,50%
"Smiler, J",21,0.27,Brumbies,12,1,1,2,,2,7,,2,,2,4,6,1,,,,33%
"Mann-Rea, J",16,0.3,Brumbies,12,1,,1,,2,10,1,1,1,1,,1,1,,,,100%
"Alaalatoa, A",17,0.33,Brumbies,12,1,,1,,3,22,2,1,1,3,2,5,1,,,,60%
"Taliauli, L",11,0.84,Brumbies,12,1,,1,,7,27,2,5,1,8,1,9,3,1,1,1,89%
"Kuridrani, T",13,1,Brumbies,12,1,1,2,,9,32,,7,,7,1,8,,,,,88%
"Butler, J",8,0.73,Brumbies,12,,,,,6,7,,2,,13,4,17,2,,,1,76%
"Fardy, S",6,1,Brumbies,12,,1,1,1,9,27,,6,1,17,6,23,2,2,,1,74%
"Staniforth, T",19,0.21,Brumbies,12,,1,1,,4,16,,3,,3,,3,,,,,100%
"Paige, R",9,0.71,Bulls ,12,43,,43,3,2,10,,,,,,,4,,1,1,
"Zyl, P",21,0.29,Bulls ,12,24,,24,1,2,5,,2,,,,,,1,,,
"Schoeman, T",10,1,Bulls ,12,18,,18,12,5,31,,,,,,,7,1,,,
"Swanepoel, D",23,0.17,Bulls ,12,4,,4,,1,11,1,1,1,,,,1,,,,
"Kriel, J",13,1,Bulls ,12,4,1,6,1,10,47,,3,,,,,2,1,1,1,
"Labuschagne, P.H.C",6,1,Bulls ,12,4,2,6,,6,11,,1,,,,,1,,2,2,
"Serfontein, J",12,1,Bulls ,12,4,,4,,5,29,4,,1,,,,,2,,,
"Marais, SP",15,0.83,Bulls ,12,3,,3,4,8,53,2,2,1,,,,8,2,,,
"Strauss, A",2,0.89,Bulls ,12,3,1,4,,5,7,,2,,,,,1,2,,1,
"Snyman, R",5,1,Bulls ,12,2,4,6,,7,20,1,3,1,,,,,,,2,
"Orie, M",19,0.15,Bulls ,12,1,,1,,2,1,,1,,,,,,,,,
"Nyakane, T",17,0.32,Bulls ,12,1,,1,,3,1,,1,,,,,,,,,
"Smit, R",20,0.34,Bulls ,12,1,,1,,1,5,1,,,,,,,,,1,
"Liebenberg, H",8,0.66,Bulls ,12,1,,1,,10,15,3,5,,,,,1,2,,2,
"Gqoboka, L",1,0.86,Bulls ,12,1,,1,,5,19,,1,,,,,2,,,,
"Kirsten, J",7,0.98,Bulls ,12,1,1,2,,10,11,,3,,,,,2,1,,1,
"Basson, B",11,1,Bulls ,12,1,1,2,1,4,24,1,2,1,,,,1,1,,,
"Ulengo, J",14,1,Bulls ,12,1,1,2,1,5,49,,2,,,,,4,1,,,
"Jenkins, J",4,0.85,Bulls ,12,,,,,5,6,1,2,,,,,,,1,1,
"Schoeman, P",18,0.14,Bulls ,12,,,,,1,,,,,,,,,,,,
"Van der Merwe, M",3,0.68,Bulls ,12,,,,,2,2,,1,,,,,1,,1,1,
"Visagie, J",16,0.11,Bulls ,12,,,,,1,4,,1,,,,,,,,,
"Ellis, A",9,0.82,Crusaders ,12,61,2,63,4,5,4,,1,,,1,1,7,1,,,
"Mo'unga, R",10,1,Crusaders ,12,39,1,40,8,11,61,7,4,2,3,1,4,4,1,,,75%
"Drummond, M",21,0.18,Crusaders ,12,18,,18,1,1,2,,1,,,,,,,,,
"Dagg, I",15,1,Crusaders ,12,13,2,15,5,19,144,3,5,3,8,,8,10,2,,,100%
"Read, K",8,1,Crusaders ,12,13,,13,1,12,38,1,5,1,16,3,19,,,1,1,84%
"Havili, D",12,1,Crusaders ,12,10,,11,2,11,41,3,4,1,10,2,12,2,1,,,83%
"Crotty, R.",22,0.35,Crusaders ,12,8,1,9,,2,1,,,,5,1,6,1,1,,,83%
"Taufua, J",6,0.82,Crusaders ,12,6,1,7,1,9,12,1,3,1,7,2,9,1,,,1,78%
"Romano, L",4,1,Crusaders ,12,6,,6,,11,19,2,4,,16,10,26,,,,1,62%
"McNicholl, J",14,1,Crusaders ,12,5,,5,3,10,35,3,5,,3,2,5,1,1,,1,60%
"Fonotia, K",13,0.65,Crusaders ,12,4,,4,,3,11,1,1,1,2,,2,1,1,,,100%
"Whitelock, S",5,0.82,Crusaders ,12,4,1,5,,5,15,1,1,,16,5,21,2,,,,76%
"Todd, M",7,1,Crusaders ,12,4,,4,,8,39,,4,1,16,4,20,1,,,,80%
"Crockett, W",1,0.62,Crusaders ,12,2,,2,,2,19,1,1,1,4,13,17,1,,,1,24%
"Franks, O",3,0.89,Crusaders ,12,2,,2,,7,28,,1,1,12,7,19,1,,1,2,63%
"Taylor, C",2,1,Crusaders ,12,2,,2,,2,3,,,,16,7,23,,,,,70%
"Barrett, S",19,0.18,Crusaders ,12,1,1,2,,3,3,,2,,4,1,5,,,,,80%
"Macilai-Tori, J",11,1,Crusaders ,12,1,1,2,,12,51,2,4,1,6,3,9,3,3,,,67%
"Alaalatoa, M",18,0.11,Crusaders ,12,,,,,2,1,,1,,6,,6,,,,,100%
"Boys, T",20,0.18,Crusaders ,12,,,,,,,,,,3,1,4,,,,,75%
"Moody, J",17,0.38,Crusaders ,12,,,,,4,2,,1,,15,1,16,1,1,,,94%
"Smith, A",9,0.89,Highlanders ,12,48,,48,6,2,1,1,1,,,,,3,,,,
"Sopoaga, L",10,0.89,Highlanders ,12,23,2,25,9,8,75,,1,1,1,,1,5,3,,,100%
"Dixon, E",6,1,Highlanders ,12,8,,8,,2,1,,1,,4,1,5,3,1,,,80%
"Fekitoa, M",12,1,Highlanders ,12,8,2,10,1,6,27,,,,5,2,7,1,1,,,71%
"Smith, B",15,1,Highlanders ,12,7,3,10,8,13,111,2,3,3,2,,2,5,2,,,100%
"Naholo, W",14,0.82,Highlanders ,12,6,,6,,10,28,3,5,2,2,,2,5,3,,1,100%
"Tanaka, F",21,0.11,Highlanders ,12,5,,5,1,,,,,,,,,,,,,
"Pryor, D",7,0.72,Highlanders ,12,5,,5,,2,7,,2,,8,1,9,,,1,2,89%
"Whitelock, L",8,1,Highlanders ,12,5,1,6,,11,13,1,6,,9,1,10,1,,,,90%
"Osborne, P",11,1,Highlanders ,12,3,2,6,1,9,50,1,2,,2,1,3,4,4,,,67%
"Walden, T",23,0.18,Highlanders ,12,2,,2,,4,8,1,2,,1,,1,,1,,,100%
"Ainley, A",4,1,Highlanders ,12,2,,2,,3,3,,1,,10,1,11,2,,,,91%
"Faddes, M",13,1,Highlanders ,12,2,,2,1,6,115,4,3,3,3,4,7,,,,,43%
"Dixon, A",2,0.72,Highlanders ,12,1,,1,,3,,,,,2,1,3,1,,,2,67%
"Hohneck, J",1,0.93,Highlanders ,12,1,,1,,2,2,,1,,5,5,10,,,,3,50%
"Banks, M",22,0.11,Highlanders ,12,,,,2,1,4,,,,,,,,,,,
"Franklin, T",19,0.23,Highlanders ,12,,1,1,,2,5,,1,,3,,3,1,,,1,100%
"Geldenhuys, R",18,0.28,Highlanders ,12,,,,,1,8,,1,,5,,5,,1,,,100%
"Halanukonuka, S",3,0.72,Highlanders ,12,,,,,2,1,,,,6,,6,1,,,1,100%
"Millar, C",17,0.07,Highlanders ,12,,,,,1,,,,,2,,2,,,,,100%
"Pleasants, G",16,0.28,Highlanders ,12,,,,1,2,8,,2,,4,,4,2,,,,100%
"Squire, L",20,0.28,Highlanders ,12,,,,,2,13,2,1,1,2,,2,,,,,100%
"Wheeler, J",5,0.87,Highlanders ,12,,,,,2,,,,,2,3,5,3,,,1,40%
"Perenara, T",9,1,Hurricanes ,12,58,,58,6,5,42,1,3,1,,,,2,1,,,
"Barrett, B",10,0.97,Hurricanes ,12,14,,15,9,7,37,1,2,,,,,3,1,,2,
"Goosen, W",11,1,Hurricanes ,12,6,,6,,4,49,1,2,1,,,,5,1,,,
"Marshall, J",15,1,Hurricanes ,12,5,,5,5,8,51,3,3,1,,,,4,,,,
"Toomaga-Allen, J",3,0.8,Hurricanes ,12,4,,4,,7,11,2,3,,,,,,2,,2,
"Gibbins, C",7,1,Hurricanes ,12,3,,3,,8,40,1,4,2,,,,2,,,,
"Matu'u, M",16,0.47,Hurricanes ,12,2,,2,,,,,,,,,,,,,1,
"Coles, D",2,0.53,Hurricanes ,12,2,1,3,,8,17,1,4,1,,,,,3,,1,
"Abbott, M",19,0.62,Hurricanes ,12,2,,2,,3,1,,1,,,,,,,,2,
"Fifita, V",4,0.68,Hurricanes ,12,2,,2,,3,7,1,3,,,,,1,1,,1,
"Aso, V",12,0.77,Hurricanes ,12,2,,2,2,6,23,4,1,1,,,,1,1,,,
"Proctor, M",13,1,Hurricanes ,12,2,,2,,6,14,,3,,,,,,,,,
"Shields, B",6,1,Hurricanes ,12,2,1,4,1,4,31,1,2,1,,,,4,,,,
"Woodward, J",14,1,Hurricanes ,12,2,,2,4,6,104,,4,3,,,,4,2,,,
"Lamborn, T",20,0.32,Hurricanes ,12,1,,1,,,,,,,,,,,1,,,
"Goodes, R",1,0.76,Hurricanes ,12,1,,1,,5,8,,2,,,,,1,1,,2,
"Thomson, B",8,1,Hurricanes ,12,1,,1,,4,12,1,,,,,,1,1,,,
"Fatialofa, M",5,0.38,Hurricanes ,12,,,,,3,9,2,3,1,,,,1,,1,1,
"Lauampe, N",22,0.23,Hurricanes ,12,,,,,1,5,1,1,1,,,,,,,,
"Uhila, L",17,0.24,Hurricanes ,12,,,,,,,,,,,,,,1,,,
"Landajo, M",9,0.91,Jaguares,12,60,1,61,2,7,32,1,1,,4,1,5,5,,,,80%
"Sanchez, N",10,0.81,Jaguares,12,17,,17,4,4,17,2,2,,1,1,2,2,,,2,50%
"Bertranou, G",21,0.09,Jaguares,12,11,,11,,,,,,,,,,,,,,
"Hernandez, J",12,1,Jaguares,12,10,1,12,5,8,38,,4,,8,3,11,3,1,,,73%
"Amorosino, L",23,0.77,Jaguares,12,7,,7,1,5,35,2,2,,11,,11,5,1,,,100%
"Lavanini, T",5,1,Jaguares,12,5,1,7,,15,73,1,6,2,9,2,11,2,3,,1,82%
"Creevy, A",2,0.8,Jaguares,12,4,1,5,,15,32,2,9,,12,2,14,4,2,,,86%
"Matera, P",6,0.88,Jaguares,12,4,1,5,,18,54,2,5,,8,,8,2,2,,1,100%
"Senatore, L",8,1,Jaguares,12,4,,4,,8,12,1,3,,16,2,18,6,3,,1,89%
"Tuculet, J",15,1,Jaguares,12,4,1,5,5,10,63,6,5,1,5,2,7,2,,,,71%
"Herrera, R",3,0.66,Jaguares,12,2,,4,,5,7,,3,,13,3,16,,1,1,2,81%
"Orlando, M",13,1,Jaguares,12,2,1,3,,5,37,1,4,1,12,2,14,2,,,,86%
"Ortega Desio, J",7,0.82,Jaguares,12,1,1,2,,4,16,,2,,16,2,18,,,,,89%
"Boffelli, E",14,1,Jaguares,12,1,1,2,,6,23,3,,1,9,,9,6,1,,,100%
"Alemanno, M",4,0.83,Jaguares,12,,,,,4,1,,1,,19,4,23,2,,,1,83%
"Chaparro, N",18,0.34,Jaguares,12,,,,,3,,,,,4,1,5,,2,,,80%
"Garcia Botta, S",1,0.9,Jaguares,12,,,,,8,11,,4,,18,5,23,1,,,1,78%
"Gigena, F",17,0.1,Jaguares,12,,,,,1,,,,,3,,3,,,,,100%
"Gonzalez Iglesias, S",22,0.19,Jaguares,12,,,,1,,,,,,2,,2,,,,,100%
"Isa, F",20,0.18,Jaguares,12,,,,,3,15,,1,,3,,3,1,,,,100%
"Montero, M",11,0.23,Jaguares,12,,,,,1,1,,1,,,,,,2,,,
"Montoya, J",16,0.2,Jaguares,12,,,,,4,7,,3,,4,1,5,,,,1,80%
"Pagadizaval, G",19,0.17,Jaguares,12,,,,,1,6,,1,,7,,7,1,,,,100%
"Cronje, R",9,0.71,Lions,12,45,,45,4,3,8,1,,,1,1,2,6,,,,50%
"Jantjies, E",10,0.82,Lions,12,19,,19,15,1,,1,,,1,,1,2,1,,,100%
"Klerk, F",21,0.29,Lions,12,14,,14,2,,,,,,1,,1,2,1,,,100%
"Whiteley, W",8,1,Lions,12,7,,7,,7,46,1,3,,9,3,12,4,3,,,75%
"van der Walt, J",15,1,Lions,12,6,,6,10,5,17,1,1,,2,2,4,7,2,1,1,50%
"Mapoe, L",13,1,Lions,12,5,1,6,2,7,49,2,4,4,2,2,4,2,,,1,50%
"Rensburg, R",12,0.89,Lions,12,3,,4,,10,40,4,6,,,2,2,3,1,,,
"Skosan, C",11,1,Lions,12,3,1,4,1,5,14,,1,,,6,6,4,,,,
"Tecklenburg, W",7,1,Lions,12,3,,3,,8,18,,6,,14,4,18,4,,,,78%
"Rooyen, J",18,0.33,Lions,12,2,,2,,1,,,,,2,2,4,1,,,,50%
"Combrinck, R",14,1,Lions,12,2,,2,2,1,7,,1,,3,3,6,3,1,,1,50%
"Mostert, F",5,1,Lions,12,2,,2,,4,2,,1,,13,11,24,1,1,2,3,54%
"Mahuza, S",23,0.18,Lions,12,1,,1,,1,8,1,1,,,,,,,,,
"Fourie, C",17,0.35,Lions,12,1,,1,,3,9,,2,,2,2,4,1,1,,,50%
"Marx, MJ",2,0.65,Lions,12,1,,1,,5,43,,4,1,4,2,6,4,,,,67%
"Redelinghuys, J",3,0.67,Lions,12,1,,1,,,,,,,8,3,11,1,,,2,73%
"Kriel, J",6,0.77,Lions,12,1,,1,,14,90,6,5,2,7,6,13,7,1,,1,54%
"Ackermann, R",4,0.86,Lions,12,1,,1,,3,,,,,12,6,18,,,,,67%
"Brink, C",20,0.23,Lions,12,,,,,,,,,,1,2,3,,,,,33%
"Kruger, R",19,0.14,Lions,12,,,,,1,4,1,1,,2,1,3,2,,,,67%
"Mnisi, H",22,0.11,Lions,12,,,,1,1,30,1,1,1,1,1,2,1,,,,50%
"Smith, D",1,0.65,Lions,12,,,,,,,,,,4,4,8,,,,,50%
"van der Merwe, A",16,0.35,Lions,12,,1,1,,2,13,1,1,1,2,2,4,,,,,50%
"Stirzaker, N",9,0.8,Rebels,12,63,,63,1,4,3,,2,,2,,2,3,,,,100%
"Debreczeni, J",10,1,Rebels,12,25,1,27,3,5,11,3,2,2,2,2,4,3,1,,,50%
"Meehan, B",21,0.2,Rebels,12,15,,15,2,1,7,,,,,,,3,,,,
"Fainga'a, C",7,0.66,Rebels,12,10,,11,1,7,37,1,2,3,11,3,14,1,1,,,79%
"Harris, M",15,0.95,Rebels,12,10,2,12,2,9,44,3,3,1,9,2,11,6,1,,,82%
"Hodge, R",12,1,Rebels,12,10,1,11,1,13,26,,8,1,12,2,14,3,2,,,86%
"Ellison, T",13,1,Rebels,12,8,,8,1,2,20,1,1,1,12,3,15,1,,,1,80%
"Hagan, J",3,0.67,Rebels,12,4,,4,,1,2,,1,,14,8,22,,,1,1,64%
"Hanson, J",2,0.91,Rebels,12,4,,4,,9,17,1,5,,9,2,11,,,,,82%
"Jones, L",4,1,Rebels,12,4,,4,,8,10,,3,,8,3,11,4,,,,73%
"Thomson, A",8,1,Rebels,12,4,,4,,7,17,1,3,,15,5,20,,1,,3,75%
"Reid, J",20,0.34,Rebels,12,3,,3,,3,2,,1,,6,,6,1,,,,100%
"Timani, L",5,0.76,Rebels,12,3,,3,,13,24,,8,,11,3,14,2,,,,79%
"Smith, T",1,0.91,Rebels,12,3,,3,,2,1,,1,,16,8,24,,2,,1,67%
"McMahon, S",6,1,Rebels,12,2,,2,,11,38,,7,,20,3,23,1,,1,1,87%
"Metcher, T",18,0.33,Rebels,12,1,,1,,,,,,,5,5,10,,,1,1,50%
"Crawford, C",11,0.64,Rebels,12,1,2,3,,9,64,2,1,1,2,3,5,4,,,,40%
"Naivalu, S",14,1,Rebels,12,1,,1,1,4,32,3,1,1,5,4,9,,2,,,56%
"Ah-Nau, C",17,0.09,Rebels,12,,,,,,,,,,1,1,2,,,,,50%
"English, T",22,0.05,Rebels,12,,,,,1,,,,,,,,,,,,
"Jeffries, S",19,0.24,Rebels,12,,,,,3,,,,,2,3,5,,,1,1,40%
"Matsushima, K",23,0.36,Rebels,12,,,,1,4,32,3,2,,1,1,2,3,1,,,50%
"Frisby, N",9,0.8,Reds,12,60,1,61,7,5,13,,1,,,,,7,,,,
"McIntyre, J",10,1,Reds,12,26,1,28,10,10,19,1,2,,,,,5,2,,,
"Tuttle, J",21,0.2,Reds,12,15,,15,1,3,,,,,,,,1,1,,,
"Browning, C",8,1,Reds,12,7,,7,,8,19,,5,1,,,,1,1,,,
"Fainga'a, A",12,0.82,Reds,12,4,,4,,4,8,,1,,,,,,1,,,
"Matwijow, B",4,0.76,Reds,12,3,,3,,8,17,,4,,,,,3,,,,
"Tui, H",6,0.77,Reds,12,3,1,4,,9,23,4,1,,,,,2,,,1,
"Gill, L",7,1,Reds,12,3,,3,1,13,37,2,6,,,,,4,2,,2,
"Goromaru, A",15,1,Reds,12,3,,3,3,9,47,,3,,,,,5,2,,,
"Paia'aua, D",22,0.18,Reds,12,2,,2,,2,,,,,,,,,,,,
"Slipper, J",1,0.76,Reds,12,2,,2,,8,7,2,1,,,,,1,1,,1,
"Ready, A",2,0.94,Reds,12,2,,2,,9,24,1,2,1,,,,3,1,,,
"Magnay, C",13,1,Reds,12,2,1,3,,5,40,3,2,2,,,,,1,,,
"Simmons, R",5,1,Reds,12,2,,2,,4,9,,3,,,,,2,,,,
"Mafi, M",16,0.06,Reds,12,1,,1,,1,,,,,,,,,,,,
"Gunn, M",20,0.1,Reds,12,1,,1,,2,3,,,,,,,,1,,,
"Laloifi, L",23,0.1,Reds,12,1,,1,,2,10,,,,,,,1,1,,,
"Holmes, G",3,0.76,Reds,12,1,,2,,3,,,,,,,,,1,,,
"Feauai-Sautia, C",14,0.9,Reds,12,1,,1,,9,73,4,3,2,,,,5,1,,,
"Nabuli, E",11,1,Reds,12,1,1,2,,6,28,,3,,,,,,1,,,
"Faagase, S",17,0.24,Reds,12,,,,,,,1,,,,,,,,,,
"Neville, C",19,0.24,Reds,12,,,,,1,,,,,,,,,,,,
"Talakai, S",18,0.24,Reds,12,,,,,1,5,,1,,,,,,,,,
"Ungerer, S",9,0.91,Sharks,12,23,,23,6,1,,,,,1,,1,1,,,,100%
"Pietersen, J",21,0.09,Sharks,12,13,,13,,2,3,,,,1,,1,,,,,100%
"Lambie, P",10,1,Sharks,12,9,,10,8,6,54,,1,,3,1,4,6,2,,,75%
"Roux, W",15,1,Sharks,12,9,1,10,2,3,16,,1,,2,3,5,3,1,,,40%
"Preez, D",8,1,Sharks,12,5,2,7,,10,11,,6,,9,3,12,,,,,75%
"Jordaan, P",13,1,Sharks,12,4,,4,,2,20,1,1,,4,1,5,2,1,,,80%
"Deysel, J",7,0.43,Sharks,12,2,,2,,3,12,,2,,6,,6,2,,,,100%
"Mtyanda, L",4,0.63,Sharks,12,2,1,3,,5,5,,2,,11,,11,1,1,,,100%
"Daniel, K",6,1,Sharks,12,2,,2,,5,9,,3,,4,6,10,3,1,,1,40%
"Oosthuizen, E",19,0.37,Sharks,12,1,,1,,,,,,,7,,7,,,,1,100%
"Adriaanse, L",18,0.47,Sharks,12,1,,1,,1,,,,,11,,11,,,1,3,100%
"Mtembu, L",20,0.57,Sharks,12,1,,1,,1,,,,,8,2,10,1,,,,80%
"Mtawarira, T",1,0.69,Sharks,12,1,,1,,3,2,,2,,7,,7,1,,,3,100%
"Esterhuizen, A",12,1,Sharks,12,1,,1,,5,32,2,4,,2,1,3,1,1,,,67%
"Lewies, S",5,1,Sharks,12,1,,2,,5,3,,1,,15,1,16,5,2,,,94%
"Chadwick, DM",17,0.31,Sharks,12,,,,,3,4,,1,,4,,4,1,,,1,100%
"Marais, F",2,0.5,Sharks,12,,,,,2,4,1,1,,11,1,12,,1,,,92%
"Ndungane, O",14,0.8,Sharks,12,,,,,3,34,,1,,1,1,2,1,,,,50%
"Oosthuizen, C",3,0.53,Sharks,12,,,,,4,2,,1,,2,,2,,,,,100%
"Pietersen, J",11,1,Sharks,12,,,1,,6,22,,3,,,,,,1,,,
"Ralepelle, C",16,0.5,Sharks,12,,,,,1,,,,,5,2,7,,1,,,71%
"Sithole, S",23,0.09,Sharks,12,,,,,,,,,,,,,,,,1,
"Schreuder, L",9,0.59,Stormers ,12,49,2,51,,4,12,1,4,,3,,3,,,,,100%
"Plessis, J",10,0.9,Stormers ,12,22,,22,7,4,14,,2,,6,3,9,2,2,,,67%
"Groom, N",21,0.41,Stormers ,12,21,1,22,3,3,,,,,1,,1,3,,1,1,100%
"Kolbe, C",15,1,Stormers ,12,8,,8,7,11,109,6,2,1,1,1,2,11,1,,1,50%
"Toit, P",5,1,Stormers ,12,5,3,8,,17,67,5,10,1,7,1,8,3,1,,1,88%
"Van Wyk, J",11,1,Stormers ,12,5,,5,2,3,24,,1,,4,5,9,1,1,1,1,44%
"Thomson, B",22,0.1,Stormers ,12,4,,4,2,1,1,,1,,1,,1,,,,,100%
"Burger, S",20,0.4,Stormers ,12,4,,4,,5,11,,1,,1,,1,,1,,1,100%
"Carr, N",8,0.8,Stormers ,12,3,2,5,,13,12,1,1,,11,3,14,3,1,,,79%
"De Allende, D",12,1,Stormers ,12,3,,3,1,14,58,3,6,2,4,1,5,4,2,1,2,80%
"Elstedt, R",6,1,Stormers ,12,3,,3,,6,13,,2,,26,2,28,1,,,1,93%
"Kolisi, S",7,1,Stormers ,12,3,2,5,,9,29,2,6,1,24,1,25,3,,1,1,96%
"Ntubeni, S",2,0.6,Stormers ,12,2,,2,,3,3,,2,,13,2,15,1,,1,1,87%
"Malherbe, F",3,0.87,Stormers ,12,1,,1,,3,1,,,,16,2,18,1,,,,89%
"Jongh, J",13,1,Stormers ,12,1,1,2,1,6,19,,,,9,,9,1,,,,100%
"Kebble, O",17,0.64,Stormers ,12,,,,,5,8,1,2,,10,2,12,1,1,,,83%
"Koch, V",18,0.13,Stormers ,12,,,,,2,3,,2,,1,,1,1,,,,100%
"Kotze, J",14,1,Stormers ,12,,1,1,,7,46,3,2,1,3,1,4,2,3,,1,75%
"Mbonami, M",16,0.4,Stormers ,12,,,,,4,12,,2,,6,,6,1,1,,,100%
"Notshe, S",19,0.2,Stormers ,12,,,,,,,,,,4,,4,,1,,,100%
"Rensburg, J",1,0.36,Stormers ,12,,,,,4,2,,2,,2,3,5,,,,,40%
"Schickerling, J",4,0.6,Stormers ,12,,,,,3,2,,1,,13,,13,1,1,,,100%
"Hiwasa, A",9,0.77,Sunwolves,12,47,,47,,2,4,,2,,1,,1,3,,,,100%
"Pisi, T",10,1,Sunwolves,12,16,,16,11,10,21,1,3,,3,,3,4,1,,,100%
"Yatomi, Y",21,0.23,Sunwolves,12,14,1,15,1,3,10,1,3,,1,1,2,1,,,,50%
"Durutalo, A",7,0.77,Sunwolves,12,5,1,6,,7,14,,3,,11,3,14,5,2,,1,79%
"Quirk, E",8,1,Sunwolves,12,4,,4,,,,,,,21,2,23,2,1,,1,91%
"Moli, L",6,1,Sunwolves,12,3,,3,,7,8,,2,,15,2,17,,,,1,88%
"Ando, T",20,0.23,Sunwolves,12,2,,2,,1,1,,1,,2,,2,1,1,,,100%
"Paea, M",23,0.48,Sunwolves,12,2,,2,,5,31,2,4,1,2,,2,2,,,,100%
"Carpenter, D",13,1,Sunwolves,12,2,,2,1,8,26,1,3,,8,1,9,2,,,,89%
"Lemalu, F",5,1,Sunwolves,12,2,,2,,7,15,,6,,19,,19,2,1,1,1,100%
"Tatekawa, H",12,1,Sunwolves,12,2,,2,4,7,11,1,3,,10,,10,2,1,,,100%
"Yamada, A",14,1,Sunwolves,12,2,,2,,7,49,1,3,3,4,1,5,3,,1,1,80%
"Asahara, T",18,0.18,Sunwolves,12,1,,1,,2,8,1,2,,4,,4,,,,,100%
"Kizu, T",2,0.71,Sunwolves,12,1,,1,,5,9,,2,,11,2,13,,,,,85%
"Kakinaga, S",3,0.82,Sunwolves,12,1,,1,,2,13,,2,,11,1,12,,1,,,92%
"Viljoen, R",15,0.84,Sunwolves,12,1,1,2,6,5,20,,,,1,,1,9,1,,,100%
"Bond, T",4,1,Sunwolves,12,1,,1,,9,9,,4,,16,1,17,1,2,,1,94%
"Mikami, M",1,1,Sunwolves,12,1,,1,,4,4,,3,,18,2,20,,1,,2,90%
"Gu, Z",17,0.01,Sunwolves,12,,,,,,,,,,1,,1,,,,,100%
"Horie, S",16,0.29,Sunwolves,12,,,,,2,9,,1,,5,1,6,,,,,83%
"Stewart, J",11,0.52,Sunwolves,12,,1,2,,4,23,,1,,5,,5,2,3,,,100%
"Tamura, Y",22,0.16,Sunwolves,12,,,,1,1,,,,,4,,4,2,1,,,100%
"Phipps, N",9,0.89,Waratahs,12,85,,85,2,5,22,2,1,1,,,,5,,,,
"Foley, B",10,1,Waratahs,12,38,,38,9,12,42,,3,,,,,5,3,,,
"Horwitz, D",22,0.96,Waratahs,12,16,1,17,2,6,10,1,2,,,,,2,,1,1,
"Lucas, M",21,0.11,Waratahs,12,14,,14,,,,,,,,,,,,,,
"Dennis, D",4,1,Waratahs,12,11,,11,,8,51,,3,1,,,,4,2,1,1,
"Hooper, M",7,1,Waratahs,12,7,1,8,,13,26,1,5,,,,,1,2,,,
"Kellaway, A",15,1,Waratahs,12,7,,7,4,13,93,,7,,,,,8,3,,,
"Mumm, D",6,1,Waratahs,12,7,,7,,8,15,1,3,1,,,,3,2,,1,
"Folau, I",13,1,Waratahs,12,4,3,7,3,12,84,4,6,1,,,,5,,,,
"Palu, W",8,0.75,Waratahs,12,3,1,4,,8,3,,2,,,,,2,1,,,
"Robinson, R",14,0.71,Waratahs,12,2,,2,3,3,7,,2,,,,,1,1,,,
"Ryan, P",1,0.89,Waratahs,12,2,,2,,6,12,,4,,,,,1,,,2,
"Horne, R",11,1,Waratahs,12,2,1,4,,10,122,2,3,2,,,,1,2,,,
"Polota-Nau, T",2,0.89,Waratahs,12,1,,1,,5,28,,3,1,,,,1,,,,
"Skelton, W",5,0.89,Waratahs,12,1,,2,,7,3,,2,,,,,,2,,,
"Carraro, M",23,0.29,Waratahs,12,,1,1,,5,19,3,2,1,,,,2,,,,
"Hanigan, N",20,0.11,Waratahs,12,,,,,,,,,,,,,1,,,,
"Lousi, S",19,0.25,Waratahs,12,,,,,2,6,,1,,,,,,,,,
"Roach, H",16,0.11,Waratahs,12,,,,,1,3,1,1,,,,,,,,,
"Robertson, T",3,0.89,Waratahs,12,,,,,4,,,,,,,,1,1,,1,
